sample_id,Animal_No,body_weight,body_weight_change_percent,body_weight_change,genotype,diet,date_time,XT+YT,XT,VO2(3),VCO2(3),Temp,RER,H(3),Flow,Feed1,Drink
Box-1,1,29.7,54.2,0.625,C57Bl6j,chow,2017-03-14 14:36:00,0,0,64,58,22.8,0.908,0.314,0.45,0,0
Box-1,1,29.7,54.2,0.625,C57Bl6j,chow,2017-03-14 14:46:00,3,3,65,60,22.8,0.92,0.322,0.45,0,0
Box-1,1,29.7,54.2,0.625,C57Bl6j,chow,2017-03-14 14:56:00,0,0,65,60,22.8,0.922,0.322,0.46,0,0
Box-1,1,29.7,54.2,0.625,C57Bl6j,chow,2017-03-14 15:06:00,1,1,63,58,22.8,0.921,0.31,0.44,0,0
Box-1,1,29.7,54.2,0.625,C57Bl6j,chow,2017-03-14 15:16:00,0,0,64,58,22.8,0.901,0.316,0.47,0,0
Box-1,1,29.7,54.2,0.625,C57Bl6j,chow,2017-03-14 15:26:00,5,3,74,68,22.8,0.917,0.368,0.46,0,0.01
Box-1,1,29.7,54.2,0.625,C57Bl6j,chow,2017-03-14 15:36:00,5,4,70,65,22.9,0.919,0.349,0.45,0,0
Box-1,1,29.7,54.2,0.625,C57Bl6j,chow,2017-03-14 15:46:00,207,134,87,80,22.9,0.916,0.432,0.45,0,0
Box-1,1,29.7,54.2,0.625,C57Bl6j,chow,2017-03-14 15:56:00,0,0,90,82,22.9,0.909,0.446,0.46,0,0
Box-1,1,29.7,54.2,0.625,C57Bl6j,chow,2017-03-14 16:06:00,119,82,66,58,22.9,0.88,0.324,0.44,0,0
Box-1,1,29.7,54.2,0.625,C57Bl6j,chow,2017-03-14 16:16:00,604,389,86,73,22.9,0.852,0.418,0.46,0.04,0
Box-1,1,29.7,54.2,0.625,C57Bl6j,chow,2017-03-14 16:26:00,592,422,92,80,22.9,0.874,0.452,0.46,0.12,0
Box-1,1,29.7,54.2,0.625,C57Bl6j,chow,2017-03-14 16:36:00,556,59,105,93,22.8,0.887,0.519,0.45,0,0
Box-1,1,29.7,54.2,0.625,C57Bl6j,chow,2017-03-14 16:46:00,78,0,81,72,22.8,0.89,0.398,0.47,0,0
Box-1,1,29.7,54.2,0.625,C57Bl6j,chow,2017-03-14 16:56:00,290,0,68,63,22.8,0.936,0.336,0.45,0,0
Box-1,1,29.7,54.2,0.625,C57Bl6j,chow,2017-03-14 17:06:00,180,0,69,61,22.8,0.887,0.341,0.47,0,0
Box-1,1,29.7,54.2,0.625,C57Bl6j,chow,2017-03-14 17:16:00,32,0,66,57,22.8,0.872,0.322,0.46,0,0
Box-1,1,29.7,54.2,0.625,C57Bl6j,chow,2017-03-14 17:26:00,0,0,67,58,22.8,0.865,0.329,0.46,0,0
Box-1,1,29.7,54.2,0.625,C57Bl6j,chow,2017-03-14 17:36:00,288,13,77,69,22.8,0.901,0.38,0.43,0,0
Box-1,1,29.7,54.2,0.625,C57Bl6j,chow,2017-03-14 17:46:00,460,132,91,82,22.9,0.902,0.45,0.45,0.09,0.13
Box-1,1,29.7,54.2,0.625,C57Bl6j,chow,2017-03-14 17:56:00,39,0,80,72,22.9,0.895,0.395,0.43,0,0.03
Box-1,1,29.7,54.2,0.625,C57Bl6j,chow,2017-03-14 18:06:00,84,0,72,65,22.8,0.911,0.355,0.45,0,0
Box-1,1,29.7,54.2,0.625,C57Bl6j,chow,2017-03-14 18:16:00,577,168,86,81,22.8,0.942,0.428,0.45,0.13,0
Box-1,1,29.7,54.2,0.625,C57Bl6j,chow,2017-03-14 18:26:00,801,210,92,87,22.8,0.948,0.457,0.45,0,0.04
Box-1,1,29.7,54.2,0.625,C57Bl6j,chow,2017-03-14 18:36:00,1128,442,103,96,22.8,0.938,0.512,0.45,0,0.03
Box-1,1,29.7,54.2,0.625,C57Bl6j,chow,2017-03-14 18:46:00,109,15,98,91,22.9,0.932,0.487,0.46,0.01,0
Box-1,1,29.7,54.2,0.625,C57Bl6j,chow,2017-03-14 18:56:00,851,330,92,87,22.8,0.945,0.461,0.45,0.07,0.07
Box-1,1,29.7,54.2,0.625,C57Bl6j,chow,2017-03-14 19:06:00,1402,795,111,104,22.8,0.935,0.551,0.45,0.02,0.1
Box-1,1,29.7,54.2,0.625,C57Bl6j,chow,2017-03-14 19:16:00,716,420,105,99,22.8,0.943,0.524,0.45,0.34,0
Box-1,1,29.7,54.2,0.625,C57Bl6j,chow,2017-03-14 19:26:00,1383,753,108,102,22.9,0.947,0.539,0.43,0.07,0.17
Box-1,1,29.7,54.2,0.625,C57Bl6j,chow,2017-03-14 19:36:00,853,538,107,103,22.8,0.954,0.537,0.44,0,0.03
Box-1,1,29.7,54.2,0.625,C57Bl6j,chow,2017-03-14 19:46:00,490,257,118,113,23,0.955,0.589,0.45,0,0.07
Box-1,1,29.7,54.2,0.625,C57Bl6j,chow,2017-03-14 19:56:00,6,4,118,113,22.9,0.956,0.589,0.47,0,0
Box-1,1,29.7,54.2,0.625,C57Bl6j,chow,2017-03-14 20:06:00,2,2,79,74,22.8,0.944,0.391,0.43,0,0
Box-1,1,29.7,54.2,0.625,C57Bl6j,chow,2017-03-14 20:16:00,16,9,89,86,22.8,0.968,0.444,0.46,0,0
Box-1,1,29.7,54.2,0.625,C57Bl6j,chow,2017-03-14 20:26:00,91,42,78,75,22.8,0.96,0.392,0.46,0,0
Box-1,1,29.7,54.2,0.625,C57Bl6j,chow,2017-03-14 20:36:00,1155,668,83,81,22.8,0.976,0.417,0.46,0,0.05
Box-1,1,29.7,54.2,0.625,C57Bl6j,chow,2017-03-14 20:46:00,1109,580,95,92,22.8,0.959,0.477,0.46,0.06,0.06
Box-1,1,29.7,54.2,0.625,C57Bl6j,chow,2017-03-14 20:56:00,770,431,106,102,22.9,0.963,0.53,0.44,0.08,0.02
Box-1,1,29.7,54.2,0.625,C57Bl6j,chow,2017-03-14 21:06:00,1399,768,124,119,22.8,0.958,0.622,0.45,0,0.04
Box-1,1,29.7,54.2,0.625,C57Bl6j,chow,2017-03-14 21:16:00,1106,567,115,110,22.8,0.957,0.575,0.44,0.07,0.03
Box-1,1,29.7,54.2,0.625,C57Bl6j,chow,2017-03-14 21:26:00,984,477,114,110,22.7,0.962,0.572,0.44,0,0.03
Box-1,1,29.7,54.2,0.625,C57Bl6j,chow,2017-03-14 21:36:00,343,203,105,100,23,0.955,0.526,0.45,0,0
Box-1,1,29.7,54.2,0.625,C57Bl6j,chow,2017-03-14 21:46:00,342,233,113,108,23,0.954,0.563,0.46,0.1,0.08
Box-1,1,29.7,54.2,0.625,C57Bl6j,chow,2017-03-14 21:56:00,16,15,104,99,23,0.955,0.519,0.45,0,0
Box-1,1,29.7,54.2,0.625,C57Bl6j,chow,2017-03-14 22:06:00,0,0,90,85,22.9,0.95,0.448,0.47,0,0
Box-1,1,29.7,54.2,0.625,C57Bl6j,chow,2017-03-14 22:16:00,182,135,85,82,22.8,0.959,0.427,0.46,0.19,0
Box-1,1,29.7,54.2,0.625,C57Bl6j,chow,2017-03-14 22:26:00,867,514,116,113,22.9,0.974,0.582,0.45,0.09,0.14
Box-1,1,29.7,54.2,0.625,C57Bl6j,chow,2017-03-14 22:36:00,1,1,111,108,22.9,0.968,0.557,0.46,0,0
Box-1,1,29.7,54.2,0.625,C57Bl6j,chow,2017-03-14 22:46:00,68,45,83,81,22.9,0.966,0.418,0.44,0.2,0
Box-1,1,29.7,54.2,0.625,C57Bl6j,chow,2017-03-14 22:56:00,41,9,101,99,22.9,0.976,0.509,0.46,0,0.14
Box-1,1,29.7,54.2,0.625,C57Bl6j,chow,2017-03-14 23:06:00,464,250,94,93,22.9,0.989,0.474,0.47,0,0.06
Box-1,1,29.7,54.2,0.625,C57Bl6j,chow,2017-03-14 23:16:00,1394,697,101,100,22.9,0.983,0.51,0.46,0.03,0.09
Box-1,1,29.7,54.2,0.625,C57Bl6j,chow,2017-03-14 23:26:00,68,33,108,105,22.9,0.969,0.543,0.45,0,0
Box-1,1,29.7,54.2,0.625,C57Bl6j,chow,2017-03-14 23:36:00,0,0,87,83,22.9,0.954,0.437,0.43,0,0
Box-1,1,29.7,54.2,0.625,C57Bl6j,chow,2017-03-14 23:46:00,54,23,97,94,22.9,0.972,0.484,0.47,0,0
Box-1,1,29.7,54.2,0.625,C57Bl6j,chow,2017-03-14 23:56:00,268,106,102,99,22.9,0.975,0.512,0.47,0.05,0
Box-1,1,29.7,54.2,0.625,C57Bl6j,chow,2017-03-15 00:06:00,1742,1015,102,99,22.9,0.973,0.509,0.45,0.11,0.07
Box-1,1,29.7,54.2,0.625,C57Bl6j,chow,2017-03-15 00:16:00,2188,1207,104,102,22.7,0.983,0.523,0.43,0.04,0.09
Box-1,1,29.7,54.2,0.625,C57Bl6j,chow,2017-03-15 00:26:00,1686,975,126,121,22.7,0.963,0.629,0.45,0,0
Box-1,1,29.7,54.2,0.625,C57Bl6j,chow,2017-03-15 00:36:00,1879,1056,117,113,22.7,0.964,0.585,0.44,0,0.03
Box-1,1,29.7,54.2,0.625,C57Bl6j,chow,2017-03-15 00:46:00,1482,786,112,106,22.7,0.949,0.557,0.44,0,0.03
Box-1,1,29.7,54.2,0.625,C57Bl6j,chow,2017-03-15 00:56:00,1011,478,111,105,22.6,0.947,0.553,0.46,0,0
Box-1,1,29.7,54.2,0.625,C57Bl6j,chow,2017-03-15 01:06:00,903,428,130,121,22.8,0.929,0.648,0.45,0.01,0.05
Box-1,1,29.7,54.2,0.625,C57Bl6j,chow,2017-03-15 01:16:00,1518,830,114,106,22.7,0.936,0.565,0.48,0,0
Box-1,1,29.7,54.2,0.625,C57Bl6j,chow,2017-03-15 01:26:00,849,512,121,113,22.7,0.936,0.604,0.45,0.17,0.02
Box-1,1,29.7,54.2,0.625,C57Bl6j,chow,2017-03-15 01:36:00,722,370,103,96,22.8,0.934,0.513,0.44,0,0
Box-1,1,29.7,54.2,0.625,C57Bl6j,chow,2017-03-15 01:46:00,2135,1247,99,93,22.7,0.936,0.494,0.45,0,0.06
Box-1,1,29.7,54.2,0.625,C57Bl6j,chow,2017-03-15 01:56:00,1408,666,98,92,22.7,0.935,0.489,0.43,0,0
Box-1,1,29.7,54.2,0.625,C57Bl6j,chow,2017-03-15 02:06:00,1623,831,114,104,22.8,0.911,0.563,0.46,0,0
Box-1,1,29.7,54.2,0.625,C57Bl6j,chow,2017-03-15 02:16:00,1819,550,111,100,22.8,0.896,0.55,0.47,0,0
Box-1,1,29.7,54.2,0.625,C57Bl6j,chow,2017-03-15 02:26:00,1006,624,100,89,22.8,0.891,0.494,0.46,0,0.03
Box-1,1,29.7,54.2,0.625,C57Bl6j,chow,2017-03-15 02:36:00,1367,862,110,96,22.8,0.879,0.538,0.46,0,0
Box-1,1,29.7,54.2,0.625,C57Bl6j,chow,2017-03-15 02:46:00,1850,909,112,100,22.8,0.891,0.554,0.46,0,0
Box-1,1,29.7,54.2,0.625,C57Bl6j,chow,2017-03-15 02:56:00,732,443,99,87,22.8,0.881,0.485,0.44,0,0
Box-1,1,29.7,54.2,0.625,C57Bl6j,chow,2017-03-15 03:06:00,20,12,91,78,22.7,0.865,0.443,0.44,0,0
Box-1,1,29.7,54.2,0.625,C57Bl6j,chow,2017-03-15 03:16:00,18,14,80,69,22.7,0.858,0.393,0.43,0,0
Box-1,1,29.7,54.2,0.625,C57Bl6j,chow,2017-03-15 03:26:00,1,1,78,65,22.7,0.835,0.381,0.47,0,0
Box-1,1,29.7,54.2,0.625,C57Bl6j,chow,2017-03-15 03:36:00,6,6,82,68,22.7,0.82,0.4,0.45,0,0
Box-1,1,29.7,54.2,0.625,C57Bl6j,chow,2017-03-15 03:46:00,109,79,82,69,22.7,0.838,0.399,0.46,0,0
Box-1,1,29.7,54.2,0.625,C57Bl6j,chow,2017-03-15 03:56:00,313,160,90,75,22.7,0.829,0.437,0.45,0.06,0.06
Box-1,1,29.7,54.2,0.625,C57Bl6j,chow,2017-03-15 04:06:00,14,11,81,69,22.7,0.849,0.397,0.44,0,0
Box-1,1,29.7,54.2,0.625,C57Bl6j,chow,2017-03-15 04:16:00,0,0,84,74,22.6,0.882,0.415,0.46,0,0
Box-1,1,29.7,54.2,0.625,C57Bl6j,chow,2017-03-15 04:26:00,36,25,78,68,22.7,0.872,0.383,0.46,0,0
Box-1,1,29.7,54.2,0.625,C57Bl6j,chow,2017-03-15 04:36:00,107,56,80,69,22.7,0.865,0.392,0.45,0.02,0
Box-1,1,29.7,54.2,0.625,C57Bl6j,chow,2017-03-15 04:46:00,434,265,80,71,22.7,0.887,0.394,0.43,0.19,0.15
Box-1,1,29.7,54.2,0.625,C57Bl6j,chow,2017-03-15 04:56:00,47,28,88,78,22.7,0.893,0.432,0.45,0,0
Box-1,1,29.7,54.2,0.625,C57Bl6j,chow,2017-03-15 05:06:00,112,67,91,82,22.7,0.898,0.45,0.46,0.06,0.04
Box-1,1,29.7,54.2,0.625,C57Bl6j,chow,2017-03-15 05:16:00,79,41,90,82,22.7,0.907,0.447,0.45,0,0.03
Box-1,1,29.7,54.2,0.625,C57Bl6j,chow,2017-03-15 05:26:00,12,10,85,80,22.7,0.94,0.424,0.46,0,0
Box-1,1,29.7,54.2,0.625,C57Bl6j,chow,2017-03-15 05:36:00,37,27,78,71,22.7,0.908,0.388,0.44,0,0
Box-1,1,29.7,54.2,0.625,C57Bl6j,chow,2017-03-15 05:46:00,123,72,90,83,22.7,0.921,0.447,0.45,0,0
Box-1,1,29.7,54.2,0.625,C57Bl6j,chow,2017-03-15 05:56:00,305,150,89,81,22.7,0.912,0.44,0.47,0.13,0.12
Box-1,1,29.7,54.2,0.625,C57Bl6j,chow,2017-03-15 06:06:00,1745,990,97,92,22.8,0.943,0.485,0.44,0.01,0.17
Box-1,1,29.7,54.2,0.625,C57Bl6j,chow,2017-03-15 06:16:00,685,415,117,109,22.7,0.935,0.58,0.46,0.08,0.1
Box-1,1,29.7,54.2,0.625,C57Bl6j,chow,2017-03-15 06:26:00,841,518,117,109,22.8,0.933,0.581,0.45,0,0
Box-1,1,29.7,54.2,0.625,C57Bl6j,chow,2017-03-15 06:36:00,0,0,99,92,22.8,0.92,0.493,0.43,0,0
Box-1,1,29.7,54.2,0.625,C57Bl6j,chow,2017-03-15 06:46:00,7,7,80,73,22.8,0.911,0.398,0.46,0,0
Box-1,1,29.7,54.2,0.625,C57Bl6j,chow,2017-03-15 06:56:00,0,0,70,63,22.8,0.898,0.345,0.45,0,0
Box-1,1,29.7,54.2,0.625,C57Bl6j,chow,2017-03-15 07:06:00,0,0,69,61,22.8,0.883,0.339,0.46,0,0
Box-1,1,29.7,54.2,0.625,C57Bl6j,chow,2017-03-15 07:16:00,0,0,66,58,22.8,0.882,0.324,0.45,0,0
Box-1,1,29.7,54.2,0.625,C57Bl6j,chow,2017-03-15 07:26:00,3,2,64,58,22.8,0.894,0.318,0.43,0,0
Box-1,1,29.7,54.2,0.625,C57Bl6j,chow,2017-03-15 07:36:00,0,0,67,58,22.8,0.859,0.327,0.47,0,0
Box-1,1,29.7,54.2,0.625,C57Bl6j,chow,2017-03-15 07:46:00,0,0,68,58,22.7,0.855,0.331,0.45,0,0
Box-1,1,29.7,54.2,0.625,C57Bl6j,chow,2017-03-15 07:56:00,4,3,66,57,22.7,0.868,0.325,0.45,0,0
Box-1,1,29.7,54.2,0.625,C57Bl6j,chow,2017-03-15 08:06:00,0,0,72,63,22.8,0.876,0.351,0.46,0,0
Box-1,1,29.7,54.2,0.625,C57Bl6j,chow,2017-03-15 08:16:00,1,1,73,64,22.8,0.876,0.361,0.46,0,0.03
Box-1,1,29.7,54.2,0.625,C57Bl6j,chow,2017-03-15 08:26:00,0,0,67,57,22.8,0.854,0.327,0.45,0,0
Box-1,1,29.7,54.2,0.625,C57Bl6j,chow,2017-03-15 08:36:00,16,14,70,59,22.8,0.853,0.34,0.47,0.2,0
Box-1,1,29.7,54.2,0.625,C57Bl6j,chow,2017-03-15 08:46:00,262,148,93,84,22.8,0.905,0.458,0.47,0,0
Box-1,1,29.7,54.2,0.625,C57Bl6j,chow,2017-03-15 08:56:00,1395,817,87,81,22.8,0.923,0.433,0.45,0,0.13
Box-1,1,29.7,54.2,0.625,C57Bl6j,chow,2017-03-15 09:06:00,309,240,102,94,22.8,0.918,0.507,0.47,0,0
Box-1,1,29.7,54.2,0.625,C57Bl6j,chow,2017-03-15 09:16:00,111,111,86,77,22.9,0.903,0.423,0.46,0,0
Box-1,1,29.7,54.2,0.625,C57Bl6j,chow,2017-03-15 09:26:00,115,113,71,65,22.8,0.918,0.353,0.46,0,0
Box-1,1,29.7,54.2,0.625,C57Bl6j,chow,2017-03-15 09:36:00,119,116,72,65,22.8,0.911,0.354,0.46,0,0
Box-1,1,29.7,54.2,0.625,C57Bl6j,chow,2017-03-15 09:46:00,110,110,66,60,22.8,0.899,0.327,0.44,0,0
Box-1,1,29.7,54.2,0.625,C57Bl6j,chow,2017-03-15 09:56:00,111,111,68,60,22.8,0.881,0.333,0.47,0,0
Box-1,1,29.7,54.2,0.625,C57Bl6j,chow,2017-03-15 10:06:00,118,118,63,55,22.8,0.87,0.31,0.46,0,0
Box-1,1,29.7,54.2,0.625,C57Bl6j,chow,2017-03-15 10:16:00,108,108,66,58,22.8,0.872,0.324,0.45,0,0
Box-1,1,29.7,54.2,0.625,C57Bl6j,chow,2017-03-15 10:26:00,120,119,66,57,22.8,0.863,0.322,0.46,0,0
Box-1,1,29.7,54.2,0.625,C57Bl6j,chow,2017-03-15 10:36:00,130,129,63,54,22.8,0.858,0.31,0.46,0,0
Box-1,1,29.7,54.2,0.625,C57Bl6j,chow,2017-03-15 10:46:00,126,126,64,56,22.8,0.88,0.313,0.45,0,0
Box-1,1,29.7,54.2,0.625,C57Bl6j,chow,2017-03-15 10:56:00,114,114,66,56,22.8,0.856,0.322,0.46,0,0
Box-1,1,29.7,54.2,0.625,C57Bl6j,chow,2017-03-15 11:06:00,129,128,62,52,22.8,0.84,0.303,0.46,0,0
Box-1,1,29.7,54.2,0.625,C57Bl6j,chow,2017-03-15 11:16:00,136,135,65,54,22.8,0.834,0.316,0.47,0,0
Box-1,1,29.7,54.2,0.625,C57Bl6j,chow,2017-03-15 11:26:00,214,202,84,73,22.8,0.87,0.41,0.47,0.06,0
Box-1,1,29.7,54.2,0.625,C57Bl6j,chow,2017-03-15 11:36:00,932,437,95,82,22.8,0.865,0.464,0.46,0.01,0.07
Box-1,1,29.7,54.2,0.625,C57Bl6j,chow,2017-03-15 11:46:00,83,0,79,69,22.8,0.874,0.387,0.45,0,0
Box-1,1,29.7,54.2,0.625,C57Bl6j,chow,2017-03-15 11:56:00,128,0,78,69,22.8,0.878,0.384,0.48,0,0
Box-1,1,29.7,54.2,0.625,C57Bl6j,chow,2017-03-15 12:06:00,142,0,66,56,22.8,0.847,0.323,0.47,0,0.04
Box-1,1,29.7,54.2,0.625,C57Bl6j,chow,2017-03-15 12:16:00,33,0,65,56,22.8,0.867,0.319,0.45,0,0
Box-1,1,29.7,54.2,0.625,C57Bl6j,chow,2017-03-15 12:26:00,14,0,63,53,22.8,0.838,0.307,0.44,0,0
Box-1,1,29.7,54.2,0.625,C57Bl6j,chow,2017-03-15 12:36:00,17,0,65,54,22.8,0.828,0.314,0.44,0,0
Box-1,1,29.7,54.2,0.625,C57Bl6j,chow,2017-03-15 12:46:00,26,0,67,55,22.8,0.814,0.326,0.46,0,0
Box-1,1,29.7,54.2,0.625,C57Bl6j,chow,2017-03-15 12:56:00,10,0,64,53,22.8,0.825,0.31,0.46,0,0
Box-1,1,29.7,54.2,0.625,C57Bl6j,chow,2017-03-15 13:06:00,16,1,64,52,22.8,0.823,0.309,0.45,0.01,0
Box-1,1,29.7,54.2,0.625,C57Bl6j,chow,2017-03-15 13:16:00,6,0,61,50,22.8,0.832,0.294,0.44,0,0
Box-1,1,29.7,54.2,0.625,C57Bl6j,chow,2017-03-15 13:26:00,0,0,61,50,22.7,0.815,0.295,0.47,0,0
Box-1,1,29.7,54.2,0.625,C57Bl6j,chow,2017-03-15 13:36:00,133,8,78,66,22.8,0.849,0.381,0.45,0,0
Box-1,1,29.7,54.2,0.625,C57Bl6j,chow,2017-03-15 13:46:00,281,47,86,73,22.8,0.852,0.421,0.46,0.13,0
Box-1,1,29.7,54.2,0.625,C57Bl6j,chow,2017-03-15 13:56:00,2284,1315,94,81,22.8,0.865,0.458,0.47,0.05,0.16
Box-1,1,29.7,54.2,0.625,C57Bl6j,chow,2017-03-15 14:06:00,586,401,104,90,22.8,0.858,0.51,0.43,0.11,0
Box-1,1,29.7,54.2,0.625,C57Bl6j,chow,2017-03-15 14:16:00,481,266,110,99,22.9,0.9,0.543,0.45,0,0.11
Box-1,1,29.7,54.2,0.625,C57Bl6j,chow,2017-03-15 14:26:00,0,0,89,81,22.9,0.904,0.441,0.46,0,0
Box-1,1,29.7,54.2,0.625,C57Bl6j,chow,2017-03-15 14:36:00,0,0,84,78,22.9,0.927,0.42,0.45,0,0
Box-1,1,29.7,54.2,0.625,C57Bl6j,chow,2017-03-15 14:46:00,0,0,69,63,22.8,0.908,0.341,0.46,0,0
Box-1,1,29.7,54.2,0.625,C57Bl6j,chow,2017-03-15 14:56:00,0,0,66,60,22.8,0.906,0.326,0.46,0,0
Box-1,1,29.7,54.2,0.625,C57Bl6j,chow,2017-03-15 15:06:00,8,8,74,68,22.8,0.92,0.367,0.46,0.27,0
Box-1,1,29.7,54.2,0.625,C57Bl6j,chow,2017-03-15 15:16:00,1173,701,77,72,22.8,0.933,0.383,0.46,0,0.22
Box-1,1,29.7,54.2,0.625,C57Bl6j,chow,2017-03-15 15:26:00,0,0,87,82,22.9,0.947,0.434,0.44,0,0
Box-1,1,29.7,54.2,0.625,C57Bl6j,chow,2017-03-15 15:36:00,0,0,80,77,22.9,0.965,0.399,0.45,0,0
Box-1,1,29.7,54.2,0.625,C57Bl6j,chow,2017-03-15 15:46:00,0,0,69,65,22.9,0.947,0.344,0.46,0,0
Box-1,1,29.7,54.2,0.625,C57Bl6j,chow,2017-03-15 15:56:00,0,0,68,65,22.9,0.963,0.34,0.46,0,0
Box-1,1,29.7,54.2,0.625,C57Bl6j,chow,2017-03-15 16:06:00,0,0,61,59,22.8,0.962,0.305,0.43,0,0
Box-1,1,29.7,54.2,0.625,C57Bl6j,chow,2017-03-15 16:16:00,0,0,62,60,22.8,0.959,0.312,0.45,0,0
Box-1,1,29.7,54.2,0.625,C57Bl6j,chow,2017-03-15 16:26:00,0,0,71,70,22.8,0.987,0.356,0.47,0,0
Box-1,1,29.7,54.2,0.625,C57Bl6j,chow,2017-03-15 16:36:00,0,0,60,57,22.8,0.956,0.3,0.43,0,0
Box-1,1,29.7,54.2,0.625,C57Bl6j,chow,2017-03-15 16:46:00,220,154,66,63,22.8,0.963,0.329,0.45,0.03,0.12
Box-1,1,29.7,54.2,0.625,C57Bl6j,chow,2017-03-15 16:56:00,25,23,85,83,22.9,0.977,0.427,0.45,0,0
Box-1,1,29.7,54.2,0.625,C57Bl6j,chow,2017-03-15 17:06:00,0,0,67,63,22.9,0.944,0.333,0.43,0,0
Box-1,1,29.7,54.2,0.625,C57Bl6j,chow,2017-03-15 17:16:00,1,1,72,69,22.9,0.954,0.362,0.44,0.02,0
Box-1,1,29.7,54.2,0.625,C57Bl6j,chow,2017-03-15 17:26:00,565,297,72,67,22.8,0.936,0.356,0.44,0.1,0
Box-1,1,29.7,54.2,0.625,C57Bl6j,chow,2017-03-15 17:36:00,601,384,99,91,22.8,0.924,0.49,0.45,0,0.03
Box-1,1,29.7,54.2,0.625,C57Bl6j,chow,2017-03-15 17:46:00,9,0,86,79,22.9,0.926,0.425,0.47,0,0
Box-1,1,29.7,54.2,0.625,C57Bl6j,chow,2017-03-15 17:56:00,0,0,78,72,22.9,0.926,0.387,0.45,0,0
Box-1,1,29.7,54.2,0.625,C57Bl6j,chow,2017-03-15 18:06:00,2,1,81,78,22.9,0.957,0.407,0.47,0.03,0
Box-1,1,29.7,54.2,0.625,C57Bl6j,chow,2017-03-15 18:16:00,64,37,66,62,22.8,0.934,0.329,0.45,0,0
Box-1,1,29.7,54.2,0.625,C57Bl6j,chow,2017-03-15 18:26:00,400,288,92,88,23,0.958,0.458,0.47,0.14,0
Box-1,1,29.7,54.2,0.625,C57Bl6j,chow,2017-03-15 18:36:00,1514,1125,91,87,22.9,0.954,0.455,0.46,0,0.07
Box-1,1,29.7,54.2,0.625,C57Bl6j,chow,2017-03-15 18:46:00,1265,813,106,102,22.8,0.961,0.533,0.44,0.02,0.07
Box-1,1,29.7,54.2,0.625,C57Bl6j,chow,2017-03-15 18:56:00,220,132,123,117,22.9,0.95,0.613,0.47,0,0
Box-1,1,29.7,54.2,0.625,C57Bl6j,chow,2017-03-15 19:06:00,2181,1244,110,104,22.9,0.948,0.55,0.46,0.03,0.08
Box-1,1,29.7,54.2,0.625,C57Bl6j,chow,2017-03-15 19:16:00,1146,689,110,104,22.8,0.943,0.547,0.45,0.08,0
Box-1,1,29.7,54.2,0.625,C57Bl6j,chow,2017-03-15 19:26:00,1978,1390,116,109,22.8,0.94,0.577,0.47,0.01,0
Box-1,1,29.7,54.2,0.625,C57Bl6j,chow,2017-03-15 19:36:00,175,100,119,112,22.9,0.937,0.592,0.46,0,0
Box-1,1,29.7,54.2,0.625,C57Bl6j,chow,2017-03-15 19:46:00,583,388,101,96,22.9,0.945,0.506,0.45,0.17,0.01
Box-1,1,29.7,54.2,0.625,C57Bl6j,chow,2017-03-15 19:56:00,1147,746,107,101,22.9,0.946,0.533,0.44,0,0.11
Box-1,1,29.7,54.2,0.625,C57Bl6j,chow,2017-03-15 20:06:00,15,9,105,101,22.9,0.954,0.527,0.46,0,0
Box-1,1,29.7,54.2,0.625,C57Bl6j,chow,2017-03-15 20:16:00,9,9,86,80,22.8,0.934,0.427,0.46,0,0
Box-1,1,29.7,54.2,0.625,C57Bl6j,chow,2017-03-15 20:26:00,0,0,104,100,22.8,0.955,0.522,0.48,0,0.03
Box-1,1,29.7,54.2,0.625,C57Bl6j,chow,2017-03-15 20:36:00,361,220,100,96,22.8,0.958,0.5,0.46,0.28,0.08
Box-1,1,29.7,54.2,0.625,C57Bl6j,chow,2017-03-15 20:46:00,1707,1060,95,91,22.8,0.958,0.473,0.48,0,0.12
Box-1,1,29.7,54.2,0.625,C57Bl6j,chow,2017-03-15 20:56:00,1803,876,116,111,22.7,0.958,0.581,0.46,0.02,0.05
Box-1,1,29.7,54.2,0.625,C57Bl6j,chow,2017-03-15 21:06:00,2046,990,110,106,22.7,0.966,0.549,0.44,0,0.03
Box-1,1,29.7,54.2,0.625,C57Bl6j,chow,2017-03-15 21:16:00,818,391,104,100,22.7,0.958,0.522,0.43,0.07,0.02
Box-1,1,29.7,54.2,0.625,C57Bl6j,chow,2017-03-15 21:26:00,97,59,122,116,22.8,0.952,0.609,0.46,0,0
Box-1,1,29.7,54.2,0.625,C57Bl6j,chow,2017-03-15 21:36:00,382,195,111,106,22.8,0.955,0.554,0.45,0.08,0.08
Box-1,1,29.7,54.2,0.625,C57Bl6j,chow,2017-03-15 21:46:00,0,0,93,89,22.8,0.954,0.466,0.46,0,0
Box-1,1,29.7,54.2,0.625,C57Bl6j,chow,2017-03-15 21:56:00,2,2,88,85,22.8,0.958,0.442,0.45,0.04,0
Box-1,1,29.7,54.2,0.625,C57Bl6j,chow,2017-03-15 22:06:00,202,119,96,92,22.8,0.956,0.482,0.45,0,0
Box-1,1,29.7,54.2,0.625,C57Bl6j,chow,2017-03-15 22:16:00,238,112,103,98,22.8,0.955,0.513,0.46,0.08,0.05
Box-1,1,29.7,54.2,0.625,C57Bl6j,chow,2017-03-15 22:26:00,9,7,83,80,22.8,0.958,0.415,0.45,0,0
