sample_id,Animal_No,body_weight,body_weight_change_percent,body_weight_change,genotype,diet,date_time,XT+YT,XT,VO2(3),VCO2(3),Temp,RER,H(3),Flow,Feed1,Drink
Box-15,4,29.5,73.6,0.795,C57Bl6j,chow,2017-03-16 13:06:00,155,19,88,77,21.8,0.871,0.432,0.45,0,0
Box-15,4,29.5,73.6,0.795,C57Bl6j,chow,2017-03-16 13:16:00,76,8,76,68,21.8,0.897,0.374,0.45,0,0
Box-15,4,29.5,73.6,0.795,C57Bl6j,chow,2017-03-16 13:26:00,187,16,66,59,21.6,0.887,0.326,0.44,0,0.03
Box-15,4,29.5,73.6,0.795,C57Bl6j,chow,2017-03-16 13:36:00,457,133,73,65,21.8,0.894,0.358,0.45,0.03,0.02
Box-15,4,29.5,73.6,0.795,C57Bl6j,chow,2017-03-16 13:46:00,1910,1096,103,94,21.9,0.913,0.508,0.47,0.1,0.18
Box-15,4,29.5,73.6,0.795,C57Bl6j,chow,2017-03-16 13:56:00,1190,666,92,82,21.6,0.891,0.452,0.45,0.11,0
Box-15,4,29.5,73.6,0.795,C57Bl6j,chow,2017-03-16 14:06:00,315,161,84,75,21.5,0.894,0.416,0.45,0.04,0
Box-15,4,29.5,73.6,0.795,C57Bl6j,chow,2017-03-16 14:16:00,46,34,81,71,21.6,0.88,0.396,0.44,0,0
Box-15,4,29.5,73.6,0.795,C57Bl6j,chow,2017-03-16 14:26:00,51,39,72,64,21.6,0.894,0.354,0.45,0,0
Box-15,4,29.5,73.6,0.795,C57Bl6j,chow,2017-03-16 14:36:00,38,24,68,63,21.5,0.927,0.336,0.46,0,0
Box-15,4,29.5,73.6,0.795,C57Bl6j,chow,2017-03-16 14:46:00,48,40,62,57,21.4,0.915,0.308,0.45,0,0
Box-15,4,29.5,73.6,0.795,C57Bl6j,chow,2017-03-16 14:56:00,85,61,64,59,21.5,0.927,0.318,0.44,0,0
Box-15,4,29.5,73.6,0.795,C57Bl6j,chow,2017-03-16 15:06:00,18,14,66,60,21.5,0.909,0.326,0.44,0,0
Box-15,4,29.5,73.6,0.795,C57Bl6j,chow,2017-03-16 15:16:00,42,18,66,60,21.4,0.904,0.327,0.46,0,0
Box-15,4,29.5,73.6,0.795,C57Bl6j,chow,2017-03-16 15:26:00,269,172,68,62,21.4,0.903,0.338,0.45,0,0
Box-15,4,29.5,73.6,0.795,C57Bl6j,chow,2017-03-16 15:36:00,221,143,76,69,21.4,0.919,0.375,0.46,0,0
Box-15,4,29.5,73.6,0.795,C57Bl6j,chow,2017-03-16 15:46:00,31,28,80,73,21.5,0.921,0.395,0.47,0,0
Box-15,4,29.5,73.6,0.795,C57Bl6j,chow,2017-03-16 15:56:00,54,14,68,61,21.4,0.902,0.335,0.46,0,0
Box-15,4,29.5,73.6,0.795,C57Bl6j,chow,2017-03-16 16:06:00,77,41,68,60,21.4,0.894,0.333,0.45,0,0
Box-15,4,29.5,73.6,0.795,C57Bl6j,chow,2017-03-16 16:16:00,337,81,70,64,21.5,0.912,0.346,0.43,0,0
Box-15,4,29.5,73.6,0.795,C57Bl6j,chow,2017-03-16 16:26:00,657,342,105,96,21.5,0.92,0.519,0.45,0.13,0
Box-15,4,29.5,73.6,0.795,C57Bl6j,chow,2017-03-16 16:36:00,748,423,90,80,21.7,0.889,0.443,0.46,0,0.08
Box-15,4,29.5,73.6,0.795,C57Bl6j,chow,2017-03-16 16:46:00,34,22,97,87,21.9,0.898,0.478,0.46,0,0
Box-15,4,29.5,73.6,0.795,C57Bl6j,chow,2017-03-16 16:56:00,32,14,82,73,21.7,0.901,0.402,0.45,0,0
Box-15,4,29.5,73.6,0.795,C57Bl6j,chow,2017-03-16 17:06:00,46,19,77,67,21.7,0.88,0.377,0.46,0,0
Box-15,4,29.5,73.6,0.795,C57Bl6j,chow,2017-03-16 17:16:00,163,68,82,73,21.9,0.894,0.404,0.44,0,0
Box-15,4,29.5,73.6,0.795,C57Bl6j,chow,2017-03-16 17:26:00,459,251,84,75,22,0.893,0.415,0.44,0.13,0
Box-15,4,29.5,73.6,0.795,C57Bl6j,chow,2017-03-16 17:36:00,279,110,97,87,21.9,0.896,0.479,0.45,0,0
Box-15,4,29.5,73.6,0.795,C57Bl6j,chow,2017-03-16 17:46:00,101,25,93,85,22,0.922,0.459,0.44,0,0
Box-15,4,29.5,73.6,0.795,C57Bl6j,chow,2017-03-16 17:56:00,1130,643,113,107,21.9,0.943,0.563,0.45,0.11,0.06
Box-15,4,29.5,73.6,0.795,C57Bl6j,chow,2017-03-16 18:06:00,1668,919,129,119,21.8,0.922,0.642,0.45,0,0.1
Box-15,4,29.5,73.6,0.795,C57Bl6j,chow,2017-03-16 18:16:00,1326,715,142,131,22,0.923,0.706,0.46,0.2,0.17
Box-15,4,29.5,73.6,0.795,C57Bl6j,chow,2017-03-16 18:26:00,390,191,104,95,21.9,0.911,0.514,0.46,0,0
Box-15,4,29.5,73.6,0.795,C57Bl6j,chow,2017-03-16 18:36:00,221,108,90,81,21.7,0.906,0.443,0.44,0,0
Box-15,4,29.5,73.6,0.795,C57Bl6j,chow,2017-03-16 18:46:00,1268,676,119,111,21.7,0.93,0.592,0.43,0.03,0.03
Box-15,4,29.5,73.6,0.795,C57Bl6j,chow,2017-03-16 18:56:00,1400,765,133,124,21.8,0.927,0.662,0.46,0.08,0.04
Box-15,4,29.5,73.6,0.795,C57Bl6j,chow,2017-03-16 19:06:00,1285,710,142,131,22,0.924,0.706,0.46,0.03,0
Box-15,4,29.5,73.6,0.795,C57Bl6j,chow,2017-03-16 19:16:00,1560,783,120,111,22,0.929,0.595,0.46,0.1,0.07
Box-15,4,29.5,73.6,0.795,C57Bl6j,chow,2017-03-16 19:26:00,1056,513,111,104,21.9,0.933,0.552,0.43,0.07,0.04
Box-15,4,29.5,73.6,0.795,C57Bl6j,chow,2017-03-16 19:36:00,1542,879,128,120,22,0.936,0.638,0.44,0.08,0.13
Box-15,4,29.5,73.6,0.795,C57Bl6j,chow,2017-03-16 19:46:00,2138,1064,116,108,22,0.934,0.577,0.46,0.02,0
Box-15,4,29.5,73.6,0.795,C57Bl6j,chow,2017-03-16 19:56:00,1715,907,144,135,21.9,0.935,0.717,0.46,0.04,0.08
Box-15,4,29.5,73.6,0.795,C57Bl6j,chow,2017-03-16 20:06:00,1839,1041,136,126,21.8,0.927,0.675,0.46,0.09,0.04
Box-15,4,29.5,73.6,0.795,C57Bl6j,chow,2017-03-16 20:16:00,1502,793,159,147,22,0.927,0.788,0.46,0.12,0.13
Box-15,4,29.5,73.6,0.795,C57Bl6j,chow,2017-03-16 20:26:00,658,245,100,92,22,0.918,0.495,0.46,0,0.04
Box-15,4,29.5,73.6,0.795,C57Bl6j,chow,2017-03-16 20:36:00,100,29,109,100,21.9,0.921,0.54,0.46,0,0
Box-15,4,29.5,73.6,0.795,C57Bl6j,chow,2017-03-16 20:46:00,41,19,84,77,21.7,0.921,0.414,0.44,0,0
Box-15,4,29.5,73.6,0.795,C57Bl6j,chow,2017-03-16 20:56:00,222,59,94,86,21.9,0.92,0.464,0.47,0,0
Box-15,4,29.5,73.6,0.795,C57Bl6j,chow,2017-03-16 21:06:00,439,255,105,97,21.9,0.921,0.52,0.44,0,0
Box-15,4,29.5,73.6,0.795,C57Bl6j,chow,2017-03-16 21:16:00,59,29,83,77,21.8,0.926,0.414,0.44,0,0
Box-15,4,29.5,73.6,0.795,C57Bl6j,chow,2017-03-16 21:26:00,79,19,78,70,21.8,0.898,0.387,0.43,0,0
Box-15,4,29.5,73.6,0.795,C57Bl6j,chow,2017-03-16 21:36:00,986,379,86,77,21.8,0.893,0.426,0.44,0.22,0.03
Box-15,4,29.5,73.6,0.795,C57Bl6j,chow,2017-03-16 21:46:00,799,290,102,94,21.9,0.922,0.507,0.46,0.04,0.07
Box-15,4,29.5,73.6,0.795,C57Bl6j,chow,2017-03-16 21:56:00,123,26,102,95,21.9,0.934,0.505,0.44,0,0
Box-15,4,29.5,73.6,0.795,C57Bl6j,chow,2017-03-16 22:06:00,777,388,117,112,21.9,0.951,0.586,0.47,0,0.02
Box-15,4,29.5,73.6,0.795,C57Bl6j,chow,2017-03-16 22:16:00,2297,1289,121,114,21.9,0.946,0.602,0.45,0.11,0.2
Box-15,4,29.5,73.6,0.795,C57Bl6j,chow,2017-03-16 22:26:00,1512,715,135,127,21.9,0.946,0.671,0.47,0.15,0.23
Box-15,4,29.5,73.6,0.795,C57Bl6j,chow,2017-03-16 22:36:00,2722,1072,112,107,22,0.951,0.56,0.44,0.03,0.03
Box-15,4,29.5,73.6,0.795,C57Bl6j,chow,2017-03-16 22:46:00,589,265,106,99,21.9,0.93,0.527,0.45,0,0
Box-15,4,29.5,73.6,0.795,C57Bl6j,chow,2017-03-16 22:56:00,195,104,132,125,21.8,0.952,0.657,0.45,0.05,0
Box-15,4,29.5,73.6,0.795,C57Bl6j,chow,2017-03-16 23:06:00,519,232,101,96,21.7,0.951,0.502,0.44,0,0
Box-15,4,29.5,73.6,0.795,C57Bl6j,chow,2017-03-16 23:16:00,432,149,92,86,21.8,0.935,0.458,0.44,0,0
Box-15,4,29.5,73.6,0.795,C57Bl6j,chow,2017-03-16 23:26:00,1766,1108,116,110,21.9,0.947,0.579,0.45,0.11,0.04
Box-15,4,29.5,73.6,0.795,C57Bl6j,chow,2017-03-16 23:36:00,1735,1052,119,112,21.8,0.943,0.592,0.46,0.1,0.07
Box-15,4,29.5,73.6,0.795,C57Bl6j,chow,2017-03-16 23:46:00,2149,1154,135,126,21.8,0.933,0.67,0.47,0,0.22
Box-15,4,29.5,73.6,0.795,C57Bl6j,chow,2017-03-16 23:56:00,1856,885,126,119,21.9,0.943,0.629,0.44,0.13,0
Box-15,4,29.5,73.6,0.795,C57Bl6j,chow,2017-03-17 00:06:00,807,327,124,117,22.1,0.944,0.617,0.47,0,0
Box-15,4,29.5,73.6,0.795,C57Bl6j,chow,2017-03-17 00:16:00,1483,673,107,100,21.9,0.935,0.533,0.47,0,0.08
Box-15,4,29.5,73.6,0.795,C57Bl6j,chow,2017-03-17 00:26:00,271,164,100,92,21.8,0.926,0.496,0.46,0.03,0
Box-15,4,29.5,73.6,0.795,C57Bl6j,chow,2017-03-17 00:36:00,180,65,103,97,21.9,0.941,0.512,0.46,0,0
Box-15,4,29.5,73.6,0.795,C57Bl6j,chow,2017-03-17 00:46:00,130,28,96,91,21.9,0.947,0.478,0.46,0,0
Box-15,4,29.5,73.6,0.795,C57Bl6j,chow,2017-03-17 00:56:00,159,33,89,85,21.8,0.952,0.444,0.45,0,0
Box-15,4,29.5,73.6,0.795,C57Bl6j,chow,2017-03-17 01:06:00,227,78,82,74,21.7,0.905,0.404,0.45,0,0
Box-15,4,29.5,73.6,0.795,C57Bl6j,chow,2017-03-17 01:16:00,540,256,98,88,21.9,0.905,0.483,0.46,0.04,0
Box-15,4,29.5,73.6,0.795,C57Bl6j,chow,2017-03-17 01:26:00,483,254,101,94,21.9,0.929,0.502,0.45,0.05,0
Box-15,4,29.5,73.6,0.795,C57Bl6j,chow,2017-03-17 01:36:00,1815,1006,103,97,21.9,0.934,0.514,0.43,0,0.06
Box-15,4,29.5,73.6,0.795,C57Bl6j,chow,2017-03-17 01:46:00,597,281,98,91,21.9,0.93,0.485,0.43,0.09,0.13
Box-15,4,29.5,73.6,0.795,C57Bl6j,chow,2017-03-17 01:56:00,94,33,103,96,22,0.937,0.512,0.46,0,0
Box-15,4,29.5,73.6,0.795,C57Bl6j,chow,2017-03-17 02:06:00,190,64,97,90,22,0.925,0.481,0.46,0,0
Box-15,4,29.5,73.6,0.795,C57Bl6j,chow,2017-03-17 02:16:00,744,404,108,101,21.9,0.934,0.538,0.46,0.19,0
Box-15,4,29.5,73.6,0.795,C57Bl6j,chow,2017-03-17 02:26:00,1392,644,131,123,22.1,0.941,0.651,0.47,0.05,0.22
Box-15,4,29.5,73.6,0.795,C57Bl6j,chow,2017-03-17 02:36:00,2768,1385,116,108,22.1,0.932,0.577,0.46,0,0
Box-15,4,29.5,73.6,0.795,C57Bl6j,chow,2017-03-17 02:46:00,1013,397,119,111,22.1,0.929,0.591,0.43,0.18,0.09
Box-15,4,29.5,73.6,0.795,C57Bl6j,chow,2017-03-17 02:56:00,1218,697,116,108,22.2,0.928,0.576,0.46,0,0.06
Box-15,4,29.5,73.6,0.795,C57Bl6j,chow,2017-03-17 03:06:00,1133,564,120,111,22.1,0.926,0.597,0.46,0,0
Box-15,4,29.5,73.6,0.795,C57Bl6j,chow,2017-03-17 03:16:00,104,55,108,99,21.9,0.915,0.533,0.45,0,0
Box-15,4,29.5,73.6,0.795,C57Bl6j,chow,2017-03-17 03:26:00,36,18,87,82,21.6,0.942,0.432,0.44,0,0
Box-15,4,29.5,73.6,0.795,C57Bl6j,chow,2017-03-17 03:36:00,34,19,82,75,21.8,0.912,0.408,0.44,0,0
Box-15,4,29.5,73.6,0.795,C57Bl6j,chow,2017-03-17 03:46:00,73,41,83,75,21.8,0.911,0.408,0.44,0,0
Box-15,4,29.5,73.6,0.795,C57Bl6j,chow,2017-03-17 03:56:00,529,336,92,86,21.6,0.937,0.459,0.44,0.12,0.09
Box-15,4,29.5,73.6,0.795,C57Bl6j,chow,2017-03-17 04:06:00,70,38,76,68,21.6,0.9,0.373,0.46,0,0.03
Box-15,4,29.5,73.6,0.795,C57Bl6j,chow,2017-03-17 04:16:00,58,40,78,72,21.6,0.914,0.389,0.46,0,0
Box-15,4,29.5,73.6,0.795,C57Bl6j,chow,2017-03-17 04:26:00,241,151,79,73,21.5,0.918,0.392,0.47,0,0
Box-15,4,29.5,73.6,0.795,C57Bl6j,chow,2017-03-17 04:36:00,970,475,92,86,21.6,0.933,0.459,0.46,0,0
Box-15,4,29.5,73.6,0.795,C57Bl6j,chow,2017-03-17 04:46:00,1509,759,116,108,22,0.932,0.575,0.46,0.21,0.19
Box-15,4,29.5,73.6,0.795,C57Bl6j,chow,2017-03-17 04:56:00,120,40,108,100,21.8,0.925,0.537,0.46,0,0
Box-15,4,29.5,73.6,0.795,C57Bl6j,chow,2017-03-17 05:06:00,732,413,83,76,21.7,0.918,0.412,0.47,0,0.01
Box-15,4,29.5,73.6,0.795,C57Bl6j,chow,2017-03-17 05:16:00,1932,1003,116,109,22,0.941,0.576,0.44,0,0.11
Box-15,4,29.5,73.6,0.795,C57Bl6j,chow,2017-03-17 05:26:00,1591,850,126,116,22.2,0.914,0.626,0.44,0,0.09
Box-15,4,29.5,73.6,0.795,C57Bl6j,chow,2017-03-17 05:36:00,1501,794,119,110,22.1,0.924,0.592,0.45,0.1,0.06
Box-15,4,29.5,73.6,0.795,C57Bl6j,chow,2017-03-17 05:46:00,1582,872,98,90,22.1,0.919,0.486,0.46,0,0.01
Box-15,4,29.5,73.6,0.795,C57Bl6j,chow,2017-03-17 05:56:00,703,306,104,94,22.1,0.906,0.514,0.44,0,0
Box-15,4,29.5,73.6,0.795,C57Bl6j,chow,2017-03-17 06:06:00,235,133,91,81,22,0.893,0.448,0.45,0,0
Box-15,4,29.5,73.6,0.795,C57Bl6j,chow,2017-03-17 06:16:00,36,17,102,93,22,0.908,0.504,0.47,0,0
Box-15,4,29.5,73.6,0.795,C57Bl6j,chow,2017-03-17 06:26:00,48,26,87,77,22,0.893,0.428,0.46,0,0
Box-15,4,29.5,73.6,0.795,C57Bl6j,chow,2017-03-17 06:36:00,165,88,79,68,21.9,0.86,0.387,0.46,0,0
Box-15,4,29.5,73.6,0.795,C57Bl6j,chow,2017-03-17 06:46:00,52,27,77,67,21.8,0.867,0.377,0.46,0,0
Box-15,4,29.5,73.6,0.795,C57Bl6j,chow,2017-03-17 06:56:00,49,20,78,67,21.9,0.853,0.382,0.47,0,0
Box-15,4,29.5,73.6,0.795,C57Bl6j,chow,2017-03-17 07:06:00,644,316,101,87,21.9,0.863,0.493,0.46,0.02,0
Box-15,4,29.5,73.6,0.795,C57Bl6j,chow,2017-03-17 07:16:00,56,24,80,69,21.9,0.867,0.391,0.44,0,0
Box-15,4,29.5,73.6,0.795,C57Bl6j,chow,2017-03-17 07:26:00,20,8,80,69,21.7,0.866,0.391,0.47,0,0
Box-15,4,29.5,73.6,0.795,C57Bl6j,chow,2017-03-17 07:36:00,107,64,77,67,21.9,0.864,0.379,0.45,0,0
Box-15,4,29.5,73.6,0.795,C57Bl6j,chow,2017-03-17 07:46:00,127,45,77,66,21.9,0.855,0.375,0.46,0,0
Box-15,4,29.5,73.6,0.795,C57Bl6j,chow,2017-03-17 07:56:00,133,70,87,72,21.8,0.834,0.422,0.47,0.12,0
Box-15,4,29.5,73.6,0.795,C57Bl6j,chow,2017-03-17 08:06:00,709,422,124,106,21.8,0.857,0.607,0.45,0,0.05
Box-15,4,29.5,73.6,0.795,C57Bl6j,chow,2017-03-17 08:16:00,1705,955,129,114,22,0.886,0.633,0.44,0.08,0.16
Box-15,4,29.5,73.6,0.795,C57Bl6j,chow,2017-03-17 08:26:00,1591,967,94,83,22,0.876,0.462,0.45,0,0
Box-15,4,29.5,73.6,0.795,C57Bl6j,chow,2017-03-17 08:36:00,1690,863,107,96,21.8,0.898,0.529,0.45,0,0.05
Box-15,4,29.5,73.6,0.795,C57Bl6j,chow,2017-03-17 08:46:00,265,55,100,89,21.7,0.889,0.491,0.46,0,0
Box-15,4,29.5,73.6,0.795,C57Bl6j,chow,2017-03-17 08:56:00,219,7,97,86,21.9,0.889,0.476,0.46,0,0
Box-15,4,29.5,73.6,0.795,C57Bl6j,chow,2017-03-17 09:06:00,89,10,75,64,21.8,0.857,0.365,0.45,0,0
Box-15,4,29.5,73.6,0.795,C57Bl6j,chow,2017-03-17 09:16:00,112,5,72,61,21.7,0.848,0.351,0.45,0,0
Box-15,4,29.5,73.6,0.795,C57Bl6j,chow,2017-03-17 09:26:00,81,11,80,68,21.6,0.844,0.392,0.47,0,0
Box-15,4,29.5,73.6,0.795,C57Bl6j,chow,2017-03-17 09:36:00,90,9,73,60,21.7,0.827,0.354,0.45,0,0
Box-15,4,29.5,73.6,0.795,C57Bl6j,chow,2017-03-17 09:46:00,107,32,68,56,21.8,0.823,0.331,0.45,0,0
Box-15,4,29.5,73.6,0.795,C57Bl6j,chow,2017-03-17 09:56:00,271,101,82,69,21.6,0.844,0.399,0.47,0.1,0
Box-15,4,29.5,73.6,0.795,C57Bl6j,chow,2017-03-17 10:06:00,1471,839,92,79,21.6,0.86,0.45,0.46,0.06,0
Box-15,4,29.5,73.6,0.795,C57Bl6j,chow,2017-03-17 10:16:00,1034,454,102,87,21.7,0.857,0.499,0.45,0,0.08
Box-15,4,29.5,73.6,0.795,C57Bl6j,chow,2017-03-17 10:26:00,249,43,85,74,21.7,0.867,0.417,0.45,0,0
Box-15,4,29.5,73.6,0.795,C57Bl6j,chow,2017-03-17 10:36:00,58,16,84,75,21.6,0.894,0.416,0.45,0,0
Box-15,4,29.5,73.6,0.795,C57Bl6j,chow,2017-03-17 10:46:00,33,1,72,62,21.4,0.863,0.353,0.46,0,0
Box-15,4,29.5,73.6,0.795,C57Bl6j,chow,2017-03-17 10:56:00,95,13,75,64,21.6,0.856,0.366,0.47,0,0
Box-15,4,29.5,73.6,0.795,C57Bl6j,chow,2017-03-17 11:06:00,35,6,69,58,21.6,0.841,0.338,0.46,0,0
Box-15,4,29.5,73.6,0.795,C57Bl6j,chow,2017-03-17 11:16:00,254,32,70,59,21.4,0.839,0.34,0.45,0,0
Box-15,4,29.5,73.6,0.795,C57Bl6j,chow,2017-03-17 11:26:00,494,124,99,87,21.5,0.877,0.485,0.47,0.12,0
Box-15,4,29.5,73.6,0.795,C57Bl6j,chow,2017-03-17 11:36:00,1171,528,74,65,21.4,0.881,0.364,0.43,0,0.11
Box-15,4,29.5,73.6,0.795,C57Bl6j,chow,2017-03-17 11:46:00,177,92,81,72,21.5,0.89,0.399,0.45,0,0
Box-15,4,29.5,73.6,0.795,C57Bl6j,chow,2017-03-17 11:56:00,56,36,70,62,21.5,0.886,0.344,0.45,0,0
Box-15,4,29.5,73.6,0.795,C57Bl6j,chow,2017-03-17 12:06:00,99,39,73,66,21.7,0.904,0.36,0.46,0,0
Box-15,4,29.5,73.6,0.795,C57Bl6j,chow,2017-03-17 12:16:00,5,3,62,55,21.5,0.893,0.304,0.43,0,0
Box-15,4,29.5,73.6,0.795,C57Bl6j,chow,2017-03-17 12:26:00,72,41,61,54,21.5,0.879,0.3,0.45,0,0
Box-15,4,29.5,73.6,0.795,C57Bl6j,chow,2017-03-17 12:36:00,42,17,71,63,21.7,0.883,0.349,0.45,0,0
Box-15,4,29.5,73.6,0.795,C57Bl6j,chow,2017-03-17 12:46:00,54,17,76,67,21.8,0.879,0.375,0.47,0,0
Box-15,4,29.5,73.6,0.795,C57Bl6j,chow,2017-03-17 12:56:00,298,130,76,66,21.7,0.873,0.372,0.46,0,0
Box-15,4,29.5,73.6,0.795,C57Bl6j,chow,2017-03-17 13:06:00,199,164,75,67,21.7,0.888,0.369,0.44,0,0
Box-15,4,29.5,73.6,0.795,C57Bl6j,chow,2017-03-17 13:16:00,24,2,65,58,21.7,0.886,0.322,0.43,0,0
Box-15,4,29.5,73.6,0.795,C57Bl6j,chow,2017-03-17 13:26:00,101,25,66,56,21.7,0.856,0.323,0.45,0,0
Box-15,4,29.5,73.6,0.795,C57Bl6j,chow,2017-03-17 13:36:00,78,31,74,64,21.8,0.873,0.362,0.46,0,0
Box-15,4,29.5,73.6,0.795,C57Bl6j,chow,2017-03-17 13:46:00,184,120,81,69,21.7,0.855,0.397,0.47,0.18,0
Box-15,4,29.5,73.6,0.795,C57Bl6j,chow,2017-03-17 13:56:00,696,401,77,66,21.8,0.864,0.376,0.46,0.06,0
Box-15,4,29.5,73.6,0.795,C57Bl6j,chow,2017-03-17 14:06:00,1398,778,97,89,21.7,0.914,0.482,0.44,0,0.08
Box-15,4,29.5,73.6,0.795,C57Bl6j,chow,2017-03-17 14:16:00,927,656,104,96,21.9,0.92,0.515,0.43,0,0.07
Box-15,4,29.5,73.6,0.795,C57Bl6j,chow,2017-03-17 14:26:00,91,38,105,96,21.8,0.915,0.52,0.47,0,0
Box-15,4,29.5,73.6,0.795,C57Bl6j,chow,2017-03-17 14:36:00,6,2,78,70,21.7,0.894,0.386,0.46,0,0
Box-15,4,29.5,73.6,0.795,C57Bl6j,chow,2017-03-17 14:46:00,5,2,70,62,21.6,0.889,0.346,0.45,0,0
Box-15,4,29.5,73.6,0.795,C57Bl6j,chow,2017-03-17 14:56:00,3,0,74,65,21.7,0.886,0.363,0.46,0,0.03
Box-15,4,29.5,73.6,0.795,C57Bl6j,chow,2017-03-17 15:06:00,13,4,68,61,21.8,0.9,0.336,0.44,0,0
Box-15,4,29.5,73.6,0.795,C57Bl6j,chow,2017-03-17 15:16:00,13,12,69,61,21.7,0.885,0.338,0.46,0,0
Box-15,4,29.5,73.6,0.795,C57Bl6j,chow,2017-03-17 15:26:00,15,10,66,61,21.5,0.917,0.328,0.45,0,0
Box-17,5,29.8,45,0.536,C57Bl6j,chow,2017-03-14 14:36:00,269,105,62,54,0,0.864,0.305,0.45,0,0
Box-17,5,29.8,45,0.536,C57Bl6j,chow,2017-03-14 14:46:00,226,125,71,61,0,0.857,0.348,0.46,0.02,0
Box-17,5,29.8,45,0.536,C57Bl6j,chow,2017-03-14 14:56:00,737,354,100,90,0,0.9,0.495,0.46,0.22,0.09
Box-17,5,29.8,45,0.536,C57Bl6j,chow,2017-03-14 15:06:00,532,263,87,79,0,0.91,0.429,0.44,0,0.05
Box-17,5,29.8,45,0.536,C57Bl6j,chow,2017-03-14 15:16:00,647,248,102,94,0,0.926,0.505,0.47,0.03,0.02
Box-17,5,29.8,45,0.536,C57Bl6j,chow,2017-03-14 15:26:00,133,34,88,81,0,0.924,0.436,0.46,0,0
Box-17,5,29.8,45,0.536,C57Bl6j,chow,2017-03-14 15:36:00,67,53,69,63,0,0.916,0.341,0.45,0,0
Box-17,5,29.8,45,0.536,C57Bl6j,chow,2017-03-14 15:46:00,39,21,63,58,0,0.912,0.314,0.44,0,0
Box-17,5,29.8,45,0.536,C57Bl6j,chow,2017-03-14 15:56:00,77,27,65,59,0,0.906,0.323,0.46,0,0
Box-17,5,29.8,45,0.536,C57Bl6j,chow,2017-03-14 16:06:00,496,183,64,57,0,0.887,0.314,0.44,0,0.03
Box-17,5,29.8,45,0.536,C57Bl6j,chow,2017-03-14 16:16:00,678,330,98,90,0,0.916,0.485,0.43,0.04,0.07
Box-17,5,29.8,45,0.536,C57Bl6j,chow,2017-03-14 16:26:00,158,76,73,67,0,0.913,0.362,0.45,0,0
Box-17,5,29.8,45,0.536,C57Bl6j,chow,2017-03-14 16:36:00,486,236,74,69,0,0.924,0.369,0.45,0.04,0.07
Box-17,5,29.8,45,0.536,C57Bl6j,chow,2017-03-14 16:46:00,1250,603,116,108,0,0.933,0.576,0.46,0.07,0.26
Box-17,5,29.8,45,0.536,C57Bl6j,chow,2017-03-14 16:56:00,989,496,103,96,0,0.933,0.512,0.43,0.14,0
Box-17,5,29.8,45,0.536,C57Bl6j,chow,2017-03-14 17:06:00,116,50,88,82,0,0.926,0.439,0.46,0,0
Box-17,5,29.8,45,0.536,C57Bl6j,chow,2017-03-14 17:16:00,209,101,84,78,0,0.929,0.419,0.47,0,0.02
Box-17,5,29.8,45,0.536,C57Bl6j,chow,2017-03-14 17:26:00,283,255,70,66,0,0.941,0.347,0.44,0,0.03
Box-17,5,29.8,45,0.536,C57Bl6j,chow,2017-03-14 17:36:00,117,60,70,66,0,0.95,0.349,0.47,0,0.07
Box-17,5,29.8,45,0.536,C57Bl6j,chow,2017-03-14 17:46:00,821,370,84,81,0,0.965,0.418,0.47,0,0
Box-17,5,29.8,45,0.536,C57Bl6j,chow,2017-03-14 17:56:00,978,529,110,109,0,0.99,0.554,0.44,0.17,0.21
Box-17,5,29.8,45,0.536,C57Bl6j,chow,2017-03-14 18:06:00,133,50,94,91,0,0.964,0.471,0.46,0,0
Box-17,5,29.8,45,0.536,C57Bl6j,chow,2017-03-14 18:16:00,129,77,77,73,0,0.946,0.384,0.45,0,0
Box-17,5,29.8,45,0.536,C57Bl6j,chow,2017-03-14 18:26:00,80,45,72,69,0,0.961,0.359,0.46,0,0.06
Box-17,5,29.8,45,0.536,C57Bl6j,chow,2017-03-14 18:36:00,746,378,71,69,0,0.967,0.357,0.45,0.08,0.06
Box-17,5,29.8,45,0.536,C57Bl6j,chow,2017-03-14 18:46:00,2325,1311,114,112,0,0.986,0.574,0.46,0,0.03
Box-17,5,29.8,45,0.536,C57Bl6j,chow,2017-03-14 18:56:00,916,469,120,112,0,0.941,0.596,0.43,0.12,0
Box-17,5,29.8,45,0.536,C57Bl6j,chow,2017-03-14 19:06:00,1436,804,110,104,0,0.945,0.549,0.44,0.03,0.05
Box-17,5,29.8,45,0.536,C57Bl6j,chow,2017-03-14 19:16:00,1986,1035,106,99,0,0.941,0.526,0.44,0,0.2
Box-17,5,29.8,45,0.536,C57Bl6j,chow,2017-03-14 19:26:00,1373,680,109,103,0,0.945,0.541,0.44,0,0
Box-17,5,29.8,45,0.536,C57Bl6j,chow,2017-03-14 19:36:00,1100,559,137,127,0,0.93,0.679,0.46,0.14,0
Box-17,5,29.8,45,0.536,C57Bl6j,chow,2017-03-14 19:46:00,1979,1037,113,107,0,0.946,0.564,0.46,0.04,0
Box-17,5,29.8,45,0.536,C57Bl6j,chow,2017-03-14 19:56:00,501,213,100,95,0,0.949,0.501,0.42,0,0
Box-17,5,29.8,45,0.536,C57Bl6j,chow,2017-03-14 20:06:00,33,14,97,90,0,0.927,0.48,0.47,0,0
Box-17,5,29.8,45,0.536,C57Bl6j,chow,2017-03-14 20:16:00,90,45,73,67,0,0.924,0.362,0.44,0,0.01
